alcohol,amphet,amyl,benzos,caff,cannabis,choc,coke,crack,ecstasy,heroin,ketamine,legalh,lsd,meth,mushrooms,nicotine,semer,vsa,general_drug_usage
6,1,0,0,6,3,5,0,0,0,0,0,4,1,0,0,6,0,0,32
2,2,1,2,6,1,6,1,0,1,2,0,0,1,2,1,0,0,0,28
6,0,0,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,22
5,1,1,1,6,3,5,2,0,1,0,0,0,1,0,1,6,0,1,34
4,2,1,4,6,2,5,2,2,2,2,2,0,1,2,1,6,0,1,45
5,2,1,4,5,4,4,2,2,1,2,0,1,2,3,2,2,0,5,47
1,1,1,1,6,1,5,1,1,1,1,0,0,1,1,1,1,0,1,25
2,2,2,0,5,2,5,2,0,2,0,2,0,2,0,2,2,0,0,30
2,1,1,2,6,1,5,2,2,1,2,1,0,1,2,1,3,0,0,33
6,1,2,3,6,3,6,2,3,3,2,3,0,1,3,1,6,0,1,52
6,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0,21
3,3,1,1,5,3,5,3,0,3,1,1,3,1,0,1,6,0,1,41
2,2,2,2,6,2,6,2,0,2,0,2,0,2,0,2,2,0,1,35
5,2,2,2,6,2,5,2,2,2,2,2,0,2,2,0,3,0,2,43
2,1,1,1,6,2,5,1,0,2,0,0,0,1,0,1,2,0,0,25
5,5,2,4,6,3,4,3,2,3,2,2,0,1,2,1,6,0,2,53
2,1,1,2,6,2,5,1,2,1,2,0,0,1,2,1,6,0,1,36
5,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,16
5,0,0,1,6,1,4,0,0,0,0,0,0,0,0,0,2,0,0,19
0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,11
5,0,0,5,6,2,5,0,0,0,0,0,0,1,2,1,2,0,0,29
6,1,0,0,6,6,5,1,0,0,0,0,0,0,0,0,6,0,0,31
3,2,2,5,6,2,5,2,2,1,2,0,0,1,0,0,6,0,2,41
5,2,0,0,6,6,0,0,0,2,0,0,2,2,0,3,6,0,0,34
5,0,0,3,6,2,6,1,0,2,0,0,0,0,0,1,6,0,0,32
5,2,2,0,4,3,5,3,0,2,0,3,3,2,0,2,5,0,0,41
6,1,1,0,6,4,5,1,0,3,0,0,1,1,0,2,0,0,0,31
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
6,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,17
5,0,0,0,6,2,5,1,0,0,0,0,0,0,0,0,2,0,0,21
5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,17
0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8
6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,20
2,2,2,2,6,2,5,2,2,2,0,2,0,1,2,2,2,0,0,36
4,1,1,0,6,6,6,1,0,1,0,0,0,1,0,1,6,0,1,35
5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,19
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5
5,0,2,0,6,2,6,2,0,2,0,0,0,2,0,0,6,0,0,33
4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16
0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5
3,0,0,0,6,1,6,0,0,0,0,0,0,0,1,0,6,0,0,23
5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,4,0,0,22
2,0,1,3,6,1,6,1,0,0,0,0,0,0,3,0,6,0,0,29
5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
6,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,13
6,2,1,0,6,1,6,2,1,3,0,2,0,2,1,2,5,0,1,41
6,1,1,1,4,2,5,3,0,3,0,0,3,1,0,1,5,0,0,36
6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,1,1,0,0,21
6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,23
6,0,0,0,6,5,3,0,0,0,0,0,0,0,0,0,6,0,1,27
1,1,1,0,5,1,6,1,0,1,0,1,0,0,0,1,4,0,1,24
4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,18
5,2,2,0,6,6,6,2,0,2,0,2,2,2,0,2,6,0,0,45
5,0,0,0,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,21
5,0,0,2,5,5,5,0,0,0,0,0,0,0,0,0,6,0,0,28
3,1,1,1,6,6,6,2,0,0,0,0,0,1,0,1,6,0,1,35
5,3,2,3,6,5,6,0,0,3,0,0,4,0,0,3,6,0,0,46
3,1,0,0,6,6,6,1,0,2,0,0,3,0,0,1,6,0,0,35
6,1,1,2,6,6,2,1,1,2,0,0,0,1,0,1,6,0,0,36
3,1,1,1,6,6,6,1,0,1,0,2,2,1,6,1,6,0,1,45
1,1,0,2,6,6,6,1,0,0,0,0,0,0,3,0,6,0,0,32
5,2,0,3,6,6,6,1,0,2,1,2,2,1,6,2,2,0,1,48
3,0,0,1,3,1,6,1,1,1,0,0,0,1,0,1,1,0,0,20
6,0,0,0,3,2,6,2,0,2,0,0,0,0,0,0,2,0,0,23
5,2,2,2,6,6,5,3,0,2,0,2,2,2,0,2,6,0,0,47
6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,19
6,3,3,0,6,6,6,3,0,3,0,5,4,3,0,3,5,0,0,56
5,0,3,3,6,6,5,5,0,3,0,4,3,0,0,2,6,0,0,51
5,2,2,0,5,2,4,2,2,2,0,0,0,2,0,2,2,0,2,34
6,0,3,0,6,4,5,0,0,0,0,0,0,0,0,2,0,0,0,26
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
4,3,0,0,6,6,4,0,0,3,0,3,0,0,0,0,5,0,0,34
5,2,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0,29
4,1,1,3,6,6,6,1,0,1,0,0,2,1,1,1,6,0,1,41
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,1,0,0,19
3,1,1,1,6,6,6,1,1,2,1,0,2,2,1,2,1,0,1,38
6,2,3,0,6,5,5,1,0,3,0,0,3,1,0,2,5,0,0,42
5,1,0,3,5,1,4,0,0,0,0,0,0,0,0,0,1,0,0,20
6,1,1,1,6,6,5,3,0,3,0,1,3,3,0,4,0,0,2,45
5,0,0,3,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,24
5,1,0,0,6,1,6,0,0,1,0,0,0,1,0,1,6,0,1,29
5,2,1,0,6,2,5,2,0,2,0,2,0,0,0,2,5,0,0,34
5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15
6,1,1,0,2,2,4,0,0,0,0,0,0,0,0,0,3,0,0,19
5,0,2,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19
4,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,14
1,0,0,0,2,6,5,1,0,0,0,0,0,1,0,0,0,0,0,16
6,2,2,2,6,6,4,3,5,2,2,0,0,1,1,0,2,0,0,44
5,2,0,6,6,2,6,2,2,0,2,0,2,0,2,2,6,0,0,45
4,0,0,0,5,4,6,0,0,0,0,0,0,0,0,0,3,0,3,25
6,0,0,0,6,2,6,2,0,0,0,0,0,0,0,1,2,0,0,25
3,0,0,0,5,2,6,0,0,0,0,0,0,0,0,0,0,0,0,16
5,2,0,0,6,6,6,3,0,4,0,2,3,2,0,2,6,0,0,47
5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,5,0,0,23
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,22
6,2,2,2,5,3,5,2,0,2,0,2,3,3,3,2,6,0,0,48
6,2,1,0,6,2,6,2,0,2,0,0,2,0,0,2,6,0,0,37
5,0,2,3,6,3,5,0,0,2,0,0,3,4,0,3,5,0,0,41
5,3,3,0,3,3,6,3,0,4,0,4,3,3,3,3,0,0,0,46
5,2,2,2,6,5,4,2,2,2,0,2,2,0,0,2,6,0,0,44
5,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,2,0,0,18
5,0,0,0,3,2,6,2,0,0,0,0,0,0,0,0,3,0,0,21
5,2,3,0,4,3,5,0,0,2,0,2,2,0,0,2,2,0,0,32
6,6,2,5,6,6,6,3,2,3,5,2,4,4,5,3,4,0,1,73
6,3,3,0,6,3,5,0,0,2,0,0,4,0,0,0,5,0,0,37
6,3,1,4,6,4,6,3,1,3,3,2,2,2,1,2,6,0,1,56
5,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,18
6,4,2,0,6,6,6,2,0,4,0,4,4,3,0,3,6,0,0,56
4,3,0,0,6,4,6,2,0,3,0,4,3,3,3,3,5,0,0,49
6,3,3,4,6,5,6,3,0,2,3,5,3,2,3,2,6,0,0,62
5,0,2,0,6,2,4,0,0,3,0,0,2,0,0,2,0,0,0,26
3,2,2,1,6,2,6,2,0,2,0,0,2,1,0,1,6,0,1,37
6,1,2,0,6,1,3,1,0,0,0,0,1,1,0,1,3,0,1,27
5,2,2,3,5,3,5,0,0,2,0,0,2,3,3,3,6,0,0,44
5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,6,0,0,27
0,2,0,2,6,6,5,0,0,3,0,0,2,0,0,2,6,0,2,36
6,1,1,0,2,1,5,1,0,0,0,0,0,1,0,1,2,0,0,21
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
5,3,2,0,6,3,5,3,0,3,0,0,2,3,0,2,6,0,0,43
3,1,1,6,6,1,6,1,1,1,2,0,0,1,6,0,6,0,0,42
4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16
5,2,2,2,6,6,5,2,0,3,0,0,2,3,0,3,6,0,0,47
5,2,2,2,6,3,5,2,2,2,2,0,2,2,2,0,6,0,2,47
2,0,0,3,6,6,5,2,0,0,0,0,0,0,2,0,6,0,0,32
6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17
3,1,0,0,6,6,4,1,0,0,0,0,0,1,0,0,1,0,0,23
6,0,0,0,6,2,3,0,0,0,0,0,0,0,0,0,6,0,3,26
6,0,1,6,6,2,5,3,0,0,0,0,0,0,0,0,6,0,0,35
6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,22
6,0,0,2,6,2,5,0,0,0,0,0,0,0,0,0,3,0,0,24
3,3,0,3,6,3,4,3,0,3,3,3,3,3,3,3,6,0,0,52
6,2,1,6,6,3,5,2,0,2,1,1,0,1,2,1,6,0,0,45
0,1,0,0,6,6,2,1,0,1,1,0,0,1,0,1,3,0,1,24
2,0,2,2,5,6,5,0,0,4,0,3,2,0,0,3,3,0,0,37
4,1,1,0,6,6,6,1,0,1,0,0,0,0,0,0,6,0,0,32
6,0,1,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,30
5,5,0,2,6,5,4,0,0,0,0,0,2,0,0,0,5,0,1,35
4,0,0,6,6,6,6,1,1,0,1,0,0,1,0,1,6,0,0,39
6,3,2,2,6,6,6,3,0,3,0,0,3,0,0,2,3,0,2,47
3,0,0,0,0,6,4,0,0,0,0,0,4,0,0,0,0,0,0,17
5,0,0,0,6,6,5,3,0,4,0,3,4,4,0,4,5,0,0,49
5,1,1,1,6,6,5,1,1,1,1,0,0,1,1,1,6,0,0,38
6,2,2,0,5,6,4,3,0,4,0,2,3,0,0,3,4,0,2,46
5,0,4,4,6,6,5,0,0,0,0,0,3,0,0,0,6,0,0,39
6,0,0,0,6,3,5,0,0,5,0,3,3,4,0,4,6,0,0,45
4,0,2,0,6,6,5,0,0,0,0,0,0,0,0,0,6,0,0,29
3,1,0,1,6,2,6,1,0,0,0,0,3,1,4,0,6,0,0,34
6,2,2,2,6,2,6,2,0,2,0,0,0,2,0,2,6,0,0,40
4,1,1,0,6,6,5,1,0,1,0,0,0,1,0,1,6,0,1,34
5,1,1,3,6,6,6,2,2,2,1,0,2,1,1,1,2,0,0,42
3,0,1,2,6,6,6,4,0,4,0,0,3,0,0,0,6,0,1,42
3,1,0,0,6,2,5,0,0,1,0,0,0,0,2,0,6,0,1,27
5,0,0,0,6,6,6,0,0,0,0,0,0,4,0,3,5,0,0,35
1,0,1,4,5,5,4,1,1,0,0,0,6,1,4,1,1,0,1,36
1,0,0,0,6,6,5,0,0,0,0,0,0,0,0,1,6,0,0,25
3,1,0,3,6,2,6,2,0,1,0,0,0,1,0,1,6,0,0,32
4,2,3,1,6,2,5,1,0,0,0,0,2,0,0,3,2,0,1,32
3,2,3,0,5,6,6,3,0,2,0,2,0,0,0,2,6,0,0,40
5,2,2,3,5,2,6,1,0,0,0,0,0,1,0,0,2,0,0,29
5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,1,0,1,17
5,2,2,0,6,5,5,2,1,2,0,1,0,1,0,1,5,0,0,38
5,1,1,1,6,5,6,1,1,0,1,0,0,1,1,0,5,0,0,35
6,3,0,0,6,6,6,3,0,3,0,0,3,0,5,0,6,0,0,47
3,2,1,1,6,5,6,4,3,3,1,0,0,1,2,1,6,0,1,46
6,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,6,0,0,23
5,3,0,5,6,6,5,0,0,3,0,0,4,0,4,3,6,0,2,52
6,2,2,2,6,2,6,2,2,1,2,1,0,0,2,2,6,0,1,45
2,0,2,3,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,22
2,3,2,6,6,6,6,3,0,3,3,0,0,2,2,0,6,0,1,51
5,2,2,4,5,3,5,2,2,3,2,2,0,0,0,0,5,0,2,44
5,0,2,0,6,3,5,0,0,0,0,0,0,0,0,0,5,0,0,26
3,0,0,6,5,4,6,0,0,0,0,0,0,0,0,0,6,0,0,30
5,0,0,0,6,6,5,0,0,3,0,0,0,3,0,3,6,0,0,37
5,0,0,0,6,6,6,0,0,0,0,0,4,0,0,0,6,0,0,33
2,2,2,2,6,2,5,2,2,2,2,0,0,1,2,0,3,0,1,36
5,1,1,6,0,6,3,1,1,1,0,0,0,3,6,1,0,0,1,36
6,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,1,0,0,17
4,0,2,0,4,5,5,4,0,3,0,0,2,0,3,0,4,0,0,36
6,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,19
5,2,2,1,6,3,6,5,0,2,0,1,0,1,0,2,5,0,1,42
5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,16
5,2,1,2,6,6,5,3,3,2,1,0,0,2,2,2,6,0,1,49
4,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,2,0,0,16
4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15
6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,2,0,0,19
5,4,0,6,6,2,4,6,0,2,3,2,0,2,3,2,6,0,1,54
6,0,3,0,5,4,5,3,0,3,0,0,3,0,0,0,3,0,0,35
0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,6,0,0,17
6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,1,0,0,18
6,0,0,1,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19
5,0,0,2,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,22
4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16
6,1,1,5,6,5,5,2,0,2,1,2,4,1,0,1,6,0,1,49
6,0,0,0,5,0,5,2,0,2,0,0,0,0,0,0,5,0,0,25
5,0,2,0,6,4,5,0,0,0,0,0,0,0,0,0,6,0,1,29
5,0,0,2,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19
2,2,0,2,6,2,6,2,2,0,0,0,0,1,2,0,6,0,0,33
5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16
4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,18
4,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,3,0,0,14
6,0,0,0,6,3,5,0,0,0,0,0,0,0,0,0,2,0,0,22
4,2,1,0,6,4,5,3,0,3,0,3,3,3,0,3,3,0,0,43
2,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13
6,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,20
4,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,16
6,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17
6,2,2,0,6,2,4,0,0,3,0,2,3,0,0,2,2,0,0,34
4,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15
5,2,2,0,6,2,3,2,0,0,0,0,0,0,0,0,2,0,0,24
6,1,1,0,6,1,6,1,0,0,0,0,0,1,0,0,6,0,0,29
6,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15
5,1,0,3,6,2,6,2,0,2,0,2,0,0,0,0,3,0,0,32
6,0,1,1,6,2,6,0,0,0,0,0,0,1,0,1,6,0,1,31
5,0,3,2,6,2,6,0,0,0,0,0,0,0,0,0,0,0,0,24
2,6,0,0,6,3,5,1,0,0,0,0,0,0,0,1,6,0,1,31
5,0,0,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16
5,2,2,2,5,4,6,0,0,2,0,0,0,0,0,0,6,0,1,35
6,0,2,0,6,3,6,2,0,0,0,0,2,0,0,0,6,0,0,33
1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,1,1,0,0,10
6,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,6,0,1,25
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,20
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
6,1,1,1,6,3,6,1,0,1,0,0,0,1,0,0,6,0,1,34
5,0,0,2,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,23
6,1,0,0,5,2,6,1,0,1,0,0,0,1,0,0,2,0,0,25
5,0,0,0,3,0,5,0,0,0,0,0,0,0,0,2,6,0,0,21
4,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13
4,0,0,0,6,2,6,0,0,0,0,0,0,0,0,0,1,0,0,19
6,1,0,2,4,1,6,0,0,0,0,0,0,1,0,1,1,0,0,23
5,0,2,0,6,2,6,0,0,0,0,0,0,0,0,0,2,0,0,23
6,1,1,1,6,2,6,2,0,1,0,0,0,1,0,1,2,0,0,30
6,0,4,0,6,5,6,0,0,5,0,4,2,0,0,2,6,0,0,46
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
5,0,0,3,6,4,6,0,0,3,0,0,0,0,0,0,3,0,0,30
2,0,2,0,3,1,6,0,0,0,0,0,0,0,0,1,1,0,0,16
2,0,0,0,6,4,5,0,0,0,0,0,0,0,0,0,4,0,0,21
5,5,2,4,6,6,6,0,0,0,0,0,3,3,0,3,6,0,0,49
5,3,1,3,6,6,6,1,0,1,0,0,0,0,0,1,6,0,0,39
2,1,0,1,6,6,6,1,0,1,0,0,0,1,0,0,0,0,0,25
3,3,2,1,6,6,5,2,0,2,1,0,0,1,1,0,6,0,1,40
6,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,2,0,0,22
5,0,0,0,6,6,6,2,3,2,0,0,3,0,0,0,6,0,0,39
5,0,3,0,6,5,5,3,0,0,0,0,4,0,0,2,6,0,0,39
5,2,3,4,6,5,5,2,0,3,0,2,3,2,0,3,0,0,0,45
6,1,1,2,6,1,4,1,1,0,0,0,0,1,0,1,1,0,0,26
5,2,0,0,5,5,5,3,0,4,0,0,0,0,0,0,6,0,0,35
1,1,1,2,6,4,5,1,1,0,0,0,6,1,3,1,1,0,1,35
5,1,0,2,6,6,6,1,0,0,0,0,2,1,0,2,3,0,0,35
4,0,2,0,5,6,6,0,0,0,0,0,2,0,0,3,6,0,0,34
6,0,0,0,6,1,6,1,0,0,0,0,0,0,0,0,0,0,0,20
4,5,0,0,6,6,5,4,0,4,0,3,4,0,0,4,6,0,0,51
6,3,0,0,6,6,5,0,0,0,0,0,3,0,0,0,6,0,2,37
6,3,0,2,6,6,3,0,0,2,0,0,6,3,3,4,6,0,0,50
5,0,0,2,6,5,5,2,0,2,0,2,2,3,0,3,5,0,2,44
5,0,0,5,6,5,4,1,0,0,0,0,0,0,2,1,5,0,0,34
5,3,1,2,6,6,6,1,2,0,1,0,0,1,0,1,0,0,0,35
5,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,3,0,0,22
2,1,0,0,6,3,3,1,1,0,1,0,0,1,0,1,6,0,0,26
6,6,4,4,6,6,6,6,2,4,2,3,4,2,0,3,1,0,5,70
4,1,0,1,5,5,4,3,3,0,0,0,0,1,0,4,1,0,1,33
6,1,2,0,6,6,6,2,0,3,0,0,3,1,0,0,6,0,0,42
5,0,0,0,6,5,5,0,2,0,0,0,3,0,0,2,6,0,2,36
1,1,1,1,6,6,6,1,0,4,0,1,5,1,0,2,1,0,0,37
6,3,2,5,5,6,6,3,0,2,0,0,6,0,0,2,6,0,1,53
3,2,0,3,6,3,4,3,3,3,3,0,0,3,3,2,6,0,2,49
6,0,0,1,6,2,2,0,0,1,0,0,0,1,0,0,6,0,1,26
2,6,1,6,6,6,6,2,1,0,0,0,2,1,2,4,4,0,0,49
3,2,2,3,6,6,5,0,0,0,1,0,5,2,0,2,6,0,1,44
5,0,2,0,6,3,6,0,0,0,0,0,0,0,0,0,2,0,0,24
5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16
5,0,0,0,6,5,6,0,0,4,0,4,2,0,0,0,6,0,2,40
5,0,1,0,6,2,6,0,0,0,0,0,0,1,0,1,1,0,0,23
5,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,16
6,0,1,0,6,1,6,0,0,0,0,0,1,0,0,1,2,0,1,25
6,0,0,1,6,1,4,0,0,0,0,0,0,0,0,1,1,0,0,20
6,1,0,0,6,2,6,2,0,2,0,0,0,2,0,2,2,0,0,31
6,1,2,0,6,2,5,0,0,0,0,0,0,1,0,1,2,0,0,26
5,1,1,2,5,5,6,3,0,4,0,0,0,0,0,2,5,0,0,39
5,0,0,0,6,3,5,3,0,0,0,0,0,0,0,0,6,0,0,28
5,0,0,1,6,0,4,0,0,0,0,0,0,0,0,0,6,0,0,22
6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,1,5,0,0,29
5,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16
5,0,2,0,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,19
5,0,2,2,6,3,5,3,0,2,0,2,3,0,0,2,5,0,0,40
6,3,3,6,6,5,5,5,0,5,1,3,3,2,1,2,6,0,1,63
5,2,2,2,6,3,6,2,0,2,0,2,0,1,0,2,1,0,0,36
4,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,0,0,0,17
4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17
5,1,2,3,6,6,6,4,0,3,0,2,2,2,0,2,6,0,0,50
5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,2,0,0,19
5,1,1,0,4,1,6,0,0,1,0,0,4,0,0,1,1,0,1,26
5,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,6,0,0,25
5,3,3,0,5,4,6,5,0,3,0,3,0,0,0,0,3,0,0,40
5,0,0,0,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,16
5,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,2,0,0,19
6,0,0,3,6,5,6,4,0,4,0,0,4,0,3,3,6,0,2,52
6,2,1,3,4,6,5,3,4,1,3,0,2,1,0,1,6,0,0,48
5,2,1,0,2,2,5,2,0,2,0,1,0,1,0,0,2,0,0,25
5,2,2,4,6,5,6,4,1,5,0,3,4,2,1,2,6,0,0,58
5,0,2,0,6,2,0,2,0,0,0,0,0,0,0,0,1,0,0,18
5,5,3,4,6,6,6,3,0,3,0,4,5,5,3,4,6,0,3,71
6,0,0,0,4,3,6,0,0,0,0,0,3,0,0,3,2,0,0,27
5,0,1,0,6,1,6,0,0,0,0,0,0,1,3,0,2,0,0,25
5,0,0,2,6,4,5,0,3,3,0,3,3,3,0,3,6,0,0,46
4,0,0,0,6,6,5,2,3,0,0,0,3,2,0,5,6,0,0,42
5,1,1,1,6,4,6,1,0,2,1,1,1,1,1,1,6,0,0,39
5,0,0,0,6,3,6,0,0,0,0,0,0,0,0,0,4,0,0,24
5,3,2,0,6,6,5,5,2,4,0,2,0,2,2,2,6,0,1,53
6,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
6,0,0,0,6,2,6,0,0,0,0,0,3,0,0,0,5,0,0,28
5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,2,0,0,20
6,1,0,3,6,3,4,0,0,0,0,0,0,1,0,0,6,0,1,31
5,0,0,0,6,3,6,0,0,0,0,0,3,0,0,2,4,0,0,29
6,2,2,0,5,2,6,2,1,2,0,2,0,0,0,0,2,0,1,33
3,0,0,0,6,6,5,0,0,4,0,0,0,0,0,0,6,0,0,30
4,2,1,6,4,5,6,4,4,3,5,3,2,2,6,3,6,0,0,66
5,0,1,0,6,2,6,0,0,0,0,0,2,0,0,2,0,0,1,25
6,0,3,5,6,6,6,4,0,3,0,0,3,0,0,0,3,0,0,45
5,0,3,0,6,5,5,2,0,0,0,0,3,0,0,0,6,0,0,35
2,1,1,0,6,6,6,1,0,1,0,0,0,1,0,1,6,0,0,32
2,0,0,0,6,6,4,0,0,0,0,0,1,0,0,0,6,0,0,25
5,0,0,0,6,2,5,2,0,2,0,0,0,0,0,0,0,0,0,22
3,0,0,3,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18
3,2,1,0,6,6,6,3,0,3,0,3,3,1,0,3,6,0,1,47
3,0,0,0,6,6,6,0,0,0,0,0,6,0,0,0,6,0,0,33
6,2,2,0,4,3,5,2,0,0,0,0,0,0,0,0,3,0,0,27
0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,2,11
5,4,3,3,6,3,4,3,0,0,0,0,4,0,3,0,3,0,3,44
6,6,1,3,6,1,4,3,3,6,3,3,3,2,2,2,0,0,0,54
6,0,2,3,6,3,5,0,0,2,0,0,0,0,0,0,6,0,0,33
6,0,0,0,6,1,4,0,0,0,0,0,0,0,0,0,0,0,0,17
3,2,2,2,3,3,4,3,1,2,0,2,2,2,0,3,1,0,0,35
4,0,0,6,6,4,6,0,0,0,0,0,3,0,6,1,4,0,0,40
6,5,3,5,6,6,6,3,0,3,0,2,3,4,0,4,5,0,0,61
5,0,0,0,6,2,5,0,0,0,0,0,0,0,0,0,0,0,0,18
4,1,0,2,5,5,4,1,0,0,0,0,0,1,0,0,3,0,0,26
2,2,1,3,6,6,6,1,0,1,0,0,0,0,0,0,3,0,0,31
6,1,0,1,6,1,4,0,0,0,0,0,0,1,0,1,1,0,0,22
6,0,0,2,6,0,4,0,0,0,1,0,0,0,1,0,6,0,0,26
4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,2,0,0,16
6,0,0,0,6,1,6,0,0,0,0,0,0,0,0,0,1,0,0,20
6,1,0,0,6,2,6,1,0,1,0,0,0,0,0,0,2,0,0,25
